cluster-id,latitude,longitude,latitude-std,longitude-std,report-num,range
425,37.77846734374999,-122.40984046875003,0.00037733081854941536,0.0006890421916417308,64.0,67.08185838040508
30,37.77928548387096,-122.40173919354841,0.0002669971291022444,0.0003645805961719818,62.0,38.587067175935225
576,37.777036499999994,-122.45591350000008,0.00020415036831052623,0.0001889832294597025,60.0,23.75500595856245
169,37.748431016949155,-122.40289949152545,8.758631044206741e-05,0.000110803083001831,59.0,12.06046769352195
69,37.780488813559316,-122.47753881355933,0.0002935225113022348,0.0006073574325255474,59.0,57.601141823017805
379,37.730550517241376,-122.40288172413793,0.0001060854077305794,0.0001235319112310152,58.0,13.904220966941594
1172,37.7141248275862,-122.47311224137925,0.00014682895382661545,0.0003213570081365565,58.0,30.169275308444725
502,37.7711150877193,-122.46807561403511,0.0004367989191125051,0.0006099795592139152,57.0,64.06346598377927
120,37.78356145454544,-122.48458036363634,0.00027236561879853157,0.0006199013172263673,55.0,57.81733338582831
56,37.75699109090909,-122.43467963636363,0.000813159527709977,0.00035984031250477444,55.0,75.93055627883182
165,37.72042690909091,-122.43810418181816,0.0009004296767070087,0.0006905089129950212,55.0,96.89323974125305
470,37.786241818181814,-122.44545254545453,0.0007925231411707135,0.0005825589087413127,55.0,83.98955414480294
1409,37.73598074074074,-122.44723481481485,4.2641633117866205e-05,3.632872665522304e-05,54.0,4.783429556823296
1281,37.70149296296296,-122.41483759259258,3.69920761346412e-05,4.347782714728345e-05,54.0,4.874516514924397
132,37.756109999999985,-122.41472240740742,0.0006129113943772653,0.0004891846708641023,54.0,66.96242311165308
126,37.78030833333333,-122.48003092592593,0.00017826998816194425,0.0005111668801041092,54.0,46.226818603437835
125,37.775523018867915,-122.44291999999997,0.0008878660348225659,0.00024330259728367056,53.0,78.60993612684703
3,37.77961452830189,-122.42717509433965,0.0005278678667614311,0.0003733508488126426,53.0,55.209461738974504
259,37.7336579245283,-122.43401396226412,0.0005507036006168383,0.00031556627746385135,53.0,54.197869888507014
104,37.71613961538462,-122.44024596153848,0.00026827671943478666,0.0005690420557732114,52.0,53.7198296274883
402,37.77739372549019,-122.42677627450982,0.0003097803143153054,0.00024419632089269123,51.0,33.68261411231981
644,37.739972941176475,-122.46675019607846,0.0005456456510134709,0.0005941497797560078,51.0,68.882961715445
518,37.73772980392158,-122.40444843137251,0.0004525372479553814,0.00024180465294724795,51.0,43.81259723697051
222,37.76582519999999,-122.4036302,0.0002458491324340611,0.00011211309887345524,50.0,23.072868285334014
493,37.7486918367347,-122.40645346938777,0.00017647796686428785,0.0001367868021840126,49.0,19.066097882558985
361,37.72315632653062,-122.45406408163267,0.00013448503444878754,0.00014381583082618998,49.0,16.813205932202273
569,37.79652612244899,-122.42743897959183,0.0005616709309673863,0.0006323278583193789,49.0,72.21958661149093
7,37.73895145833334,-122.41480354166661,7.025756817939988e-05,0.0002907619453550664,48.0,25.542693265902027
519,37.77441229166666,-122.40528187499997,0.0004949972687791202,0.0002840187006893208,48.0,48.7313569306904
6,37.792272127659565,-122.44323765957446,7.086227211671446e-05,8.760615339597854e-05,47.0,9.621562309365304
33,37.76033319148935,-122.43716319148938,0.0008672673385106335,0.00015294367225041568,47.0,75.1987025705546
172,37.73473617021276,-122.47151340425535,0.00032461718719778497,0.00031968922813893413,47.0,38.90426133522412
617,37.75444829787235,-122.4656872340426,0.00014505350060827258,4.968168797691935e-05,47.0,13.092486501426377
309,37.763540652173916,-122.40721652173912,0.000588649687086337,0.00043394427389765555,46.0,62.446664285170414
20,37.771822888888885,-122.40473688888889,0.0004901883785489666,0.0005277646781968676,45.0,61.50571234866849
273,37.76528651162791,-122.4770295348837,0.00017068327282745527,0.0005181742375118772,43.0,46.5854941185985
785,37.78320674418605,-122.470888372093,0.00048422112682864216,0.00013725073046500711,43.0,42.97653019134227
87,37.748680697674416,-122.4360632558139,0.0005861268973156913,0.00011171223512243157,43.0,50.95031492489708
953,37.73002829268292,-122.44220073170729,0.00011558335604639646,0.00019276138414971362,41.0,19.192143529228055
52,37.76514000000001,-122.4353463414634,0.0006198346553710159,0.000175752042628449,41.0,55.01421182665181
157,37.77765125,-122.44666600000001,0.0008313387026113215,0.00039055384736013776,40.0,78.43137023407101
176,37.79210075,-122.43997875000002,0.0005006528430267157,0.0006106792666115766,40.0,67.43012280699234
17,37.72427025641027,-122.40203025641028,0.0003195184467071152,0.0002642415878184912,39.0,35.40501038222108
381,37.790852051282044,-122.44128435897434,0.000649247254363856,0.0005270613410429336,39.0,71.40746878107277
514,37.76450435897434,-122.49990717948715,3.932287882302202e-05,7.408916100433828e-05,39.0,7.162329029510845
290,37.77448710526315,-122.44430973684211,0.0005801579835884902,0.0004443305735678152,38.0,62.39975805890595
384,37.75181631578948,-122.42500815789474,0.0006205072948705569,0.0005038653577300303,38.0,68.2537819983909
770,37.7647872972973,-122.4027516216216,0.000153779218519185,0.00018627210552174173,37.0,20.625767642267675
1085,37.7838691891892,-122.48695783783782,7.864753928618629e-05,6.165022912511713e-05,37.0,8.53310015433076
142,37.78999486486486,-122.44238675675678,0.00044512558541097267,0.00029357995365623685,37.0,45.531848574559824
546,37.771105000000006,-122.41079138888891,4.6198330211974444e-05,4.4087755202198174e-05,36.0,5.4529494222912165
611,37.75577333333333,-122.42987999999998,0.0002876605141993407,0.0003034562806764947,36.0,35.70428293220134
109,37.78794722222222,-122.43037833333337,0.00042113866810919876,0.0006997652667647301,36.0,69.73959784355601
74,37.75554147058824,-122.41769970588236,0.00015033563163596337,0.00031434863192783134,34.0,29.753957055017324
562,37.78561757575757,-122.4593818181818,0.00033250028480482166,0.00041185141848864226,33.0,45.19850315498758
155,37.726084848484845,-122.47622787878787,0.000353298043555196,0.00037233853527332826,33.0,43.828907167884125
59,37.755124848484854,-122.4096672727273,0.0006334682372253878,0.0003706689284834993,33.0,62.67169147527739
557,37.77826090909092,-122.44348272727275,0.0007514459546295731,0.0002105242374291416,33.0,66.6365679327319
461,37.748207812500006,-122.42033375,0.0004142675960415161,0.00040261043365730394,32.0,49.32799320872776
252,37.7456321875,-122.4517678125,0.00023959285862108429,0.0005063387516784656,32.0,47.83240109855976
804,37.74484624999999,-122.42462625000002,0.00017279019536236575,0.00012476429389707465,32.0,18.19880685735759
101,37.755074375,-122.42286281249999,0.0002674845488456965,0.0004351361253434636,32.0,43.61510490322014
226,37.78798032258064,-122.44891870967741,0.0007004878484345459,0.0003621486060994051,31.0,67.33556965321456
368,37.75302935483871,-122.40622354838708,0.000197432443871388,0.00028971881065691075,31.0,29.93727113944999
100,37.742325806451625,-122.40523354838712,0.0003834820655824201,0.0001128582706199655,31.0,34.13416347941532
618,37.75874129032258,-122.43167838709677,3.0848223664525784e-05,3.786790851049512e-05,31.0,4.1706624665948215
275,37.75448258064517,-122.40248838709677,0.00024237667299742513,0.00028410205647186397,31.0,31.888384185387324
